WKT,name,description
"POINT (-8.71225198392844 51.959036175226856)",51.959036175226856,-8.71225198392844,
"POINT (-8.71225198392844 51.82510263740576)",51.82510263740576,-8.71225198392844,
"POINT (-8.213146719199784 51.82510263740576)",51.82510263740576,-8.213146719199784,
"POINT (-8.213146719199784 51.959036175226856)",51.959036175226856,-8.213146719199784,
