WKT,name,description
"POINT (-9.177684817027227 52.00246592528083)",52.00246592528083, -9.177684817027227,
"POINT (-9.177684817027227 51.73032526731507)",51.73032526731507, -9.177684817027227,
"POINT (-8.15030437982503 51.73032526731507)",51.73032526731507,-8.15030437982503 ,
"POINT (-8.15030437982503 52.00246592528083)",52.00246592528083,-8.15030437982503,
